,address,name,online_order,book_table,rate,votes,rest_type,dish_liked,cost
716,"103/25, 2nd Main Road, Puttenhalli, 7th Phase, JP Nagar, Bangalore",Dream a Dozen,1,0,4.3,132,25,"Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie",300.0
717,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",Roll Over,1,0,4.1,237,26,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",500.0
718,"290, 15th Cross, 5th phase, JP Nagar, Bangalore",Stoned Monkey,1,0,3.9,239,26,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread",500.0
719,"8, 15th Main, 5th Phase, JP Nagar, Bangalore",TAB - Take A Break,0,0,4.1,521,11,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550.0
720,"312, 15th Cross, 5th Phase, JP Nagar, Bangalore",Cream Stone,0,0,4.0,319,26,"Paan Ice Cream, Chocolava, Nutella Brownie, Ferrero Rocher, Waffles, Hot Chocolate Fudge, Chocolate Icecreams",500.0
721,"1231/35/2, 24th Main, Opposite Brigade Palm Springs, 7th Phase, JP Nagar, Bangalore",Berrylicious,1,0,3.8,89,26,"Macaroon, Brownie Sundae, Waffles",400.0
722,"135/5, 15th Cross, 3rd Stage, JP Nagar, Bangalore",Daily Bread,0,0,3.2,63,3,"Pasta, Sandwiches, Cappuccino, Sandwich",600.0
723,"67, 15th Cross, 3rd Phase, JP Nagar, Bangalore",Calvin's,0,0,2.9,231,26,"Pasta, Sandwiches, Club Sandwich, Cottage Cheese Steak, Waffles, Chicken Lasagne, Chicken Burger",800.0
724,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",eat.fit,1,0,4.5,1179,25,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500.0
725,"Arakere Gate, Next to HSBC, Opposite Reliance Mart, Bannerghatta Road, Bangalore",Hyderabad Biryaani House,1,0,3.6,796,17,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice",550.0
726,"7, DSR Galleria, Opp Kalyani Motors, Bilekahalli Gate, Bannerghatta Road, Bangalore",Seasons,1,1,3.8,500,17,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita",1000.0
727,"500, 2nd Floor, 2nd Block, 6th Stage, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",Simply Indian,1,1,3.9,681,17,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish",800.0
728,"5, 17th Main, 5th Cross, Behind Vijaya Enclave, Kodichickenahalli Road, Vijaya Bank Layout, Billekahalli, Bannerghatta Road, Bangalore",Dande's Hyderabad Biryani,1,0,3.8,207,17,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani",700.0
729,"3, Arakere Gate, Bannerghatta Road, Bangalore",Chung Wah,1,0,4.0,532,17,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll",800.0
730,"1035, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Shanghai Court,1,0,4.2,421,17,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",700.0
731,"13, Opposite Auchan Hyper Market, Bannerghatta Road, Bangalore",Chicken County Grand,1,0,3.9,319,17,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",650.0
732,"15/1, Opposite Shopper's Stop, Bannerghatta Road, Bangalore",Punjabi Times,1,1,4.1,1025,17,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha",1000.0
733,"9/10/9/1, Hulimavu Begur Road, 80 Ft Road, Near DLF Township, Bannerghatta Road, Bangalore",Elegant Dining,1,1,3.6,225,17,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala",700.0
734,"1, Pai Layout, Hulimavu Gate Main Road, Off Bannerghatta Road, Bangalore.",Cafe Kabana,0,1,4.0,200,11,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",700.0
735,"7, 2nd Floor, Krish Towers, Arekere Signal, Bannerghatta Road, Bangalore",Dadi's Dum Biryani,1,1,4.0,739,17,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda",800.0
736,"Opposite DLF New Town, Akshayanagar, Hulimavu Road, Bannerghatta Road, Bangalore",Veruthe Oru Thattukada,0,0,3.8,149,17,"Kadala Curry, Egg Roast, Beef Fry, Fish Fry, Chicken Curry, Fish Curry, Malabari Biryani",400.0
737,"7, Doddakammanahalli Main Road, Central Excise Layout, Phase 2, Bannerghatta Road, Bangalore",Butterly,1,0,3.9,102,11,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",450.0
738,"176, 1st Floor, Above Vodafone Store, Opposite Brand Factory, Bannerghatta Road, Bangalore",Kundana,1,0,3.7,110,17,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800.0
739,"1-2, Near Bhaganagar Bus Stop, Shankarnaga Road, Bhaganagar Layout, Gottigere, Bannerghatta Road, Bangalore",Black Mug Cafe,1,0,3.7,171,11,Coffee,300.0
740,"7, Ground Floor, RR Commercial Complex, Akshay Nagar, Bannerghatta Road, Bangalore",#refuel,1,0,3.7,37,11,"Thick Shakes, Sandwiches, Pasta, Mocktails",400.0
741,"10, Near Maruti Sagar Automobiles, Bhavani Layout, Bannerghatta Road, Bangalore",Savoury - Sea Shell Restaurant,1,1,3.9,1227,17,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food",900.0
742,"227,Sitaram Complex, Bilekahalli,opp to IIM-B, Bannerghatta Road, Bangalore",Vaho Kafe & Pressery,0,0,3.9,124,11,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500.0
743,"Arekere Village, 80 Feet Road, Opposite Paramount Apartments, Bannerghatta Road, Bangalore",Kabab Treat,1,0,2.8,335,17,"Biryani, Tandoori Chicken, Chicken Grill, Shawarma Roll",500.0
744,"128/54/10, Ground Floor, Opposite IIM - B, above A2B Dasarapalya, Bannerghatta Road, Bangalore",Dreamcatcher,1,0,3.9,49,11,"English Breakfast, Sandwiches",600.0
745,"97/2, Gottigere, Bannerghatta Road, Bangalore",Guru Greens,0,0,3.8,89,17,"Tandoori Chicken, Beer, Pepper Chicken, French Chicken",550.0
746,"154, Opposite HSBC Bank, Bilekahalli, Bannerghatta Road, Bangalore",A2B - Adyar Ananda Bhavan,1,0,2.7,425,17,"Filter Coffee, Chilli Babycorn, Pav Bhaji, Pongal, Paneer Tikka, Onion Rava Dosa, Chaat",400.0
747,"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Malhar Maharashtrian Cuisine,1,0,4.0,101,17,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",500.0
748,"633/B555, Panduranga Nagar, Near Arekere Gate, Bannerghatta Road, Bangalore",Hyderabadi Bawarchi,1,0,3.2,133,17,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani",500.0
749,"31, 1st Floor, RR Images, Panduranga Nagar, Near Arakere, Bannerghatta Road, Bangalore",Beijing Bites,0,0,2.7,160,17,Chop Suey,850.0
750,"1065/A, 5th Cross, 13th Main, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Sri Bhagya Grand,1,0,3.4,186,17,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice",450.0
751,"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",Cafe Arabica,0,0,3.8,69,12,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700.0
752,"29/2, Fazlan Complex, Next To ICICI Bank, Hulimavu Gate, Bannerghatta Road, Bangalore",Kabab Magic,0,0,3.7,311,17,"Biryani, Chicken Grill, Shawarma Roll, Tandoori Chicken, Rumali Roti, Pulpy Grape Juice, Brosted Chicken",400.0
753,"54/55, 3rd Cross, Omkar Nagar, Arekere Gate, Bannerghatta Road, Bangalore",Drunken Monkey,1,0,4.4,288,10,"Chicken Tikka Sandwich, Hot Chocolate Brownie, Red Velvet Shake, Chicken Sandwiches, French Fries, Cheese Sandwich, Irish Cream Coffee",400.0
754,"21, Ground Floor, B.H.C.S.L Layout, Stage 2, Bannerghatta Road, Bangalore",Marwa Restaurant,1,1,3.5,551,17,"Kalmi Kabab, Gulab Jamun, Chicken Grill, Shawarma Roll, Vegetarian, Barbeque Chicken, Dal Fry",600.0
755,"1, Opposite British Biological, Arekere, Bannerghatta Road, Bangalore",Chow San,1,0,3.0,122,17,Noodles,500.0
756,"197, Next to Reliance Mart, Opposite Accenture, Hulimaavu, Bannerghatta Road, Bangalore",Guru Garden,0,0,2.9,106,17,Biryani,450.0
757,"Opposite AECS Magnolia School, Bannerghatta Road, Bangalore",Guru Paradise,0,1,2.9,200,17,"Manchow Soup, Wine, Biryani, Cocktails, Noodles, Stuffed Mushroom, Fish",1000.0
758,"70/71, Seetharam Complex, Bilekahalli, Bannerghatta Main Road, Bannerghatta Road, Bangalore",Status,1,0,3.2,66,17,Prompt Service,600.0
759,"225-226, Above Canara Bank, Arakere Gate, Bannerghatta Road, Bangalore",Athithi,0,0,2.8,80,17,Dum Biryani,650.0
760,"16, Above Dominos Pizza, Arakere Gate, Bannerghatta Road, Bangalore",Zhangs Classic,1,0,2.6,170,17,"Chowmein, Chicken Manchow Soup, Momos, Dragon Rolls, Chicken Momo, Hot Pot, Sweet Corn Chicken Soup",600.0
761,"204, Panduranga Nagar, Opposite HSBC, Bannerghatta Road, Bangalore",Coastal Inn,0,0,3.4,66,17,"Biryani, Sea Food, Fish Thali",800.0
762,"Doddakammanahalli Main Road, Near Aikya Apartment, Next to Chef & Butcher, Bannerghatta Road, Bangalore",Lalchee's Rasoi,0,0,3.6,162,17,"Rolls, Chicken Curry, Hara Bhara Kebab, Egg Masala, Egg Curry, Naan, Roti",500.0
763,"154/9, Bannerghatta Main Rd",Aramane Restaurant,1,1,2.9,90,17,Afghan Chicken,800.0
764,"Opposite Ranka Colony, Bilekahalli, Bannerghatta Road, Bangalore",Tandoor Hut,0,0,2.2,90,17,"Noodles, Tandoori Chicken",750.0
765,"85/3, Chamundeshwari Layout, Arekere , Near Paramount Pilatus, Bannerghatta Road, Bangalore",Zaika Take Away,0,0,2.4,96,17,"Butter Naan, Kadhai Mushroom",500.0
766,"48/4, Opposite Aikya Apartments, Chickakammanahalli, Hulimavu, Bannerghatta Road, Bangalore",The Curry Hut Plus,1,0,3.4,116,17,"Thai Chicken, Paratha, Mutton Fry",400.0
767,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Chai Point,1,0,3.6,132,10,"Ginger Tea, Ginger Chai, Banana Cake, Masala Chai, Egg Sandwich, Vada Pav",250.0
768,"1, Gottigere Main Road, Bannerghatta Road, Bangalore",Upahara Bhavan,1,0,3.8,55,53,"Masala Dosa, Idli, Coffee, Vada, Set Dosa",300.0
769,"Ground Floor, 148/1 and 148/2, Near HSBC, Bannerghatta Road, Bangalore",Wangs Kitchen,1,0,3.0,114,17,"Noodles, Momos",1000.0
770,"204, Opposite HSBC Bank, 11th KM Stone, Bilekahalli, BG Road, Bannerghatta Road, Bangalore",Vasudev Adiga's,0,0,2.3,291,17,"Coffee, Masala Dosa, Curd Rice, Idli Vada",250.0
771,"1065/A, 5th Cross, 13th Main, 2nd Floor, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Ambara Gardenia,1,1,3.8,257,17,"Fish Fry, Crab Sukha, Chicken Biryani, Fish Curry, Murgh Ghee Roast, Roti, Naan",800.0
772,"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",Krishna Kuteera,1,0,4.0,398,53,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori",400.0
773,"14/1/148/2A, Ground Floor, Near HSBC, Bannerghatta Road, Bangalore",California Burrito,0,0,4.0,177,53,"Rice Bowl, Nachos, Rice Bowls, Salad, California Burrito, Tacos, Salads",400.0
774,"63, Ground Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",McDonald's,1,0,4.0,256,53,"Burgers, Mocha Frappe, French Fries, Maharaja Mac, Oreo Shake, Egg Wrap",500.0
775,"22, Nyanapanahalli Main Road, Opposite Dominos Road, Before New DLF Township Circle, Bannerghatta Road, Bangalore",Kanteen The Eatery,1,0,3.9,78,53,"Chole Bhature, Pav Bhaji, Misal Pav",400.0
776,"Shop 9, 1st Floor, SBI Building, New DLF New Town, Opposite Ample Mart, Bannerghatta Road, Bangalore",Punjabi Nawabi,1,0,3.8,312,53,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",400.0
777,"Royal Meenakshi Mall, Third Floor, Hulimavu, Bannerghatta Road, Bangalore",Taco Bell,1,0,3.7,168,53,"Tacos, Fries, Nachos, Burrito",600.0
778,"9, Ground Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Purani Dilli By Anand Sweets,0,0,4.1,315,53,"Chaat, Thali, Jalebi, Rajma, Paneer Tikka, Paratha, Kulfi",500.0
779,"Sir M Visveswaraya Road, Kutappa Garden, Mulki Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta Road, Bangalore",Shetty's Kitchen,1,0,3.7,108,53,"Sea Food, Neer Dosa",600.0
780,"10, 1st Floor, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Domino's Pizza,1,0,3.7,314,53,"Pizza, Peppy Paneer",800.0
781,"71, 1st Main Road, Panduranga Nagar, Doresanipalya Ward, Bannerghatta Road, Bangalore",Polar Bear,1,0,3.9,188,26,"Sandwiches, Hot Chocolate Fudge, Brownie, Sandwich",400.0
782,"Shop 11& 12, First Floor, 3618/1, Dodda Kammanahalli, Main Road, Besides Campus Student Communities Building, Bangalore",Cravings,1,0,3.7,139,53,"Malai Kofta, Sandwiches, Aloo Paratha, Chole Bhature, Panneer Butter Masala, Kulcha, Poori Chole",400.0
783,"Royal Meenakshi Mall, Third Floor, Unit T001B & T007, Opposite Meenakshi Temple, Hulimavu, Bannerghatta Road, Bangalore",Burger King,1,0,3.8,472,53,"Burgers, Whopper Meal, Crispy Chicken, French Fries, Grilled Wings",600.0
784,"174/1, Meu Square, Bannerghatta Road, Bangalore",KFC,1,0,3.8,369,53,"Rice Bowl, Paneer Zinger Burger, Burgers, Crispy Chicken, Chicken Boneless Strips",400.0
785,"316/B, 80 Feet Road, Shantiniketan Layout, Arekere, Bannerghatta Road, Bangalore",Ingu Tengu,0,0,3.9,197,53,"Vada, Masala Dosa, Coffee, Akki Rottis, Idli Chutney, Curd Rice, Ghee Roast Dosa",150.0
786,"Mahadheshwara Swami Nilaya, 1/2, 1st Floor, DLF Circle Main Road, Near Akshaynagar, Yelenahalli, Bannerghatta Road, Bangalore",World on a Swirl,0,0,3.8,46,30,Courteous Staff,300.0
787,"4th Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",Green Onion,0,0,3.3,50,35,"Noodles, Momos, Chicken Noodle",400.0
788,"13/11, 1A, BVN Building, Arekere Main Road, Bannerghatta Road, Bangalore",Punjabi Corner,1,0,3.9,201,53,"Paratha, Chicken Curry",250.0
789,"1/52-10, Bharath Petroleum Premises, Opposite Subramanya Arcade, Bannerghatta Road, Bangalore",Cravy Wings,1,0,4.2,289,53,"Burgers, Chicken Popcorn, Peri Peri Chicken, Wings, Peri Peri Burger, Fries, Crunchy Veg Burger",400.0
790,"MICO Layout, Arakere, Opposite Vijaya Bank, Bannerghatta Road, Bangalore",Garma Garam,1,0,3.2,144,53,"Chicken Biryani, Butter Chicken",350.0
791,"Opposite Shell Petrol Bunk, Gottigare Bannerghatta Road, Bangalore",Oottupura Family Restaurant,1,0,3.4,224,53,"Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam",400.0
792,"7, Hulimavu Begur Main Road, Near DLF, Akshya Nagar, Yelenahalli Village, Bannerghatta Road, Bangalore",Pot Biryani,1,0,3.1,166,53,Chicken Biryani,600.0
793,"Radha Krishna Towers, Opposite IIM-B Main Gate, Bannerghatta Road, Bangalore",Subway,1,0,3.2,167,53,Salad,600.0
794,"F 7, Ranka Villa, Opposite Kalyani Motors, Bilekahalli Main Road, Bannerghatta Road, Bangalore",Shuddh Desi Khana,1,0,4.0,597,53,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",400.0
795,"3rd Floor, 5, 3 Road Cross, DLF Main Road, Bannerghatta Road, Bangalore",Hunger Bee,1,0,3.8,56,53,"Chicken Curry, Chicken Biryani, Jeera Rice, Paneer Biryani, Ghee Rice, Roti, Aloo Matar",500.0
796,"Survey # 81/4A, Cave Temple Road, Opposite Meenakshi Mall, Bannerghatta Road, Bangalore",Just Shawarma,1,0,3.6,137,53,"Fries, Whole Meat Shawarma",300.0
797,"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",Faasos,1,0,3.9,114,53,"Chicken Wrap, Veggie Wrap, Rolls, Paneer Wrap",500.0
798,"39/3 &44, Spar Hypermarket, Bannerghatta Mmain Road, Bannerghatta Road, Bangalore",Tiwari's,1,0,3.9,75,53,"Chaat, Panipuri, Lassi, Aloo Paratha, Chai, Gulab Jamun",200.0
799,"G-2, Ground Floor, Next To Ample Mart, Begur Hulimavu Road, Akshay Nagar, Bannerghatta Road",Idly Pidly,1,0,3.2,148,53,Tea,250.0
800,"8, Arikere Gate, Bannerghatta Road, Bangalore",Pizza Hut,1,0,2.4,204,53,"Pizza, Garlic Bread, Veg Supreme",750.0
801,"8, First Floor, Arekere Gate, Opposite Rose Garden Apartment, Bannerghatta Road, Bangalore",Bangaliana,1,0,2.9,153,53,"Masala Prawn, Mutton Kosha, Thali, Mutton Curry, Luchi, Fish Cutlet, Bengali Pulao",600.0
802,"26/2, Dodda Kammanahalli, Bannerghatta Road, Bangalore",Ishta Cafe,1,0,3.9,63,53,"Burgers, Masala Dosa, Millet Pizza, Falafel Wrap",200.0
803,"81/3/4, 5th Cross, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Brews N Bites,1,0,2.7,48,56,Thin Crust Pizza,650.0
804,"14, Shanthiniketan Circle, Arakere, Off Bannerghatta Road, Bannerghatta Road, Bangalore",Mother's Rasoi,1,0,3.8,170,53,"Buttermilk, Dal Makhani, Boondi Raita, Baingan Bharta, Aloo Paratha, Roti, Thali",250.0
805,"Unit 19, 3rd Floor, 172/1, Vega City Mall, Bannerghatta Road, Bangalore",Smoke - The Sizzler House,1,0,3.8,92,35,"Chicken Sizzler, Garlic Bread, Potato Wedges, Vanilla Ice Cream, Pasta, French Fries",1100.0
806,"8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore",New Royal Treat,1,0,2.8,102,53,"Roti, Chicken Biryani",350.0
807,"56/1, Next to Airtel Office, Stage 1, Bannerghatta Road, Bangalore",Panchami Garden,0,0,3.5,56,53,"Masala Dosa, Idli",400.0
808,"4th Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Shiv Sagar,0,0,2.9,85,53,"Masala Dosa, Chole Bhature, Coffee",250.0
809,"DLF City Road, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",Bangalir Rannaghar,0,0,2.9,58,53,Noodles,250.0
810,"193, N.S. Pallya, Bannerghatta Road, Bangalore",Hotel Aradhana,1,0,3.7,51,53,"Akki Rottis, Neer Dosa",300.0
811,"3474, Maruti Dental College Road, Dodakamanhalli, Opposite Valmark Ananda Apartment, Bannerghatta Road, Bangalore",Chefeana,1,0,4.0,212,53,"Paratha, Chole Bhature, Lassi, Thali, Paneer Parantha",400.0
812,"Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Hind Ka Chulah,1,0,3.8,182,35,"Butter Chicken, Chole, Chicken Tikka, Biryani Combo, Roti, Tandoori Chicken, Naan",600.0
813,"520, Opposite Vijaya Bank, 1st Main, Arekere, MICO Layout, Bannerghatta Road, Bangalore",Paratha Junction,1,0,2.4,158,53,Aloo Paratha,300.0
814,"81/3/4, 5th Cross, Opposite Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Intalia,1,0,3.6,323,35,"Pasta, Garlic Bread, Salads, Chicken Lasagne, Blueberry Cheesecake, Salad, Thin Crust Pizza",800.0
815,"Near Fortis Hospital, Opposite IBM, Bannerghatta Road, Bangalore",Nellore Bhojanam,1,0,3.1,175,53,Biryani,250.0
816,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",Hakuna Matata,0,0,4.5,2781,18,"Mocktails, Cocktails, Appam, Paneer Satay, Sea Food, Paneer Tikka, Jeera Rice",1200.0
817,"67, 15th Cross, 6th B Main, JP Nagar, Bangalore",Barbeque Nation,0,1,4.7,3844,17,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta",1600.0
818,"281, 2nd Floor, 15th Cross, 5th Phase, JP Nagar, Bangalore",Sattvam,0,0,4.3,353,17,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani",1200.0
819,"55, 5th Floor, Goenka Chambers, 19th Main Road, Jeewan Griha Colony, Phase 2, JP Nagar, Bangalore",Brewsky,1,1,4.4,4312,43,"Pork Chops, Craft Beer, Chicken Biryani, Chowmein, Drunken Chicken Wings, Cocktails, Mocktails",1600.0
820,"47/1, 4th Floor, 9th Cross, 1st Main, Miniforest, Phase 3, JP Nagar, Bangalore",Three Dots & A Dash,0,1,4.3,1196,5,"Cocktails, Pizza, Burgers, Pasta, Coconut Chicken, Mocktails, Nachos",1500.0
821,"77B, 2nd Cross, 3rd Main, 4th Phase, JP Nagar, Bangalore",Hunger Camp,0,1,4.6,311,17,"Tandoori Chicken, Chicken Sukha, Chicken Biryani, Neer Dosa, Dal Makhani, Mutton Biryani, Paneer Tikka Masala",1300.0
822,"55, Goenka Chambers, Jeevan Griha Colony, 19th Main, Phase 2, JP Nagar, Bangalore",Kesariya,0,1,4.2,1212,17,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati",1200.0
823,"Cross Roads Inn, 827, Near RV Dental College Compound, 24th Main, 12th Cross, JP Nagar, Bangalore",24th Main,0,1,4.1,1235,17,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800.0
824,"55, 2nd Floor, Goenka Chambers, 19th Main Road, Outer Main Road, JP Nagar, Bangalore",55 Wall Street,0,1,3.9,1763,4,"Cocktails, Beer, Bloody Mary, Pasta, Pizza, Burgers, Nachos",1300.0
825,"21, 24th Main Road, 6th Phase, JP Nagar, Bangalore",Zaitoon,1,1,4.1,1538,17,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",1000.0
826,"47/1, 9th Main,1st Cross, Miniforest, Phase 3, JP Nagar, Bangalore",Checkpost,1,0,4.1,954,17,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles",400.0
827,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Crumb Together,1,1,4.1,585,18,"Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani",1200.0
828,"471, Kothanur Dinne Main Road, 1st Floor, RBI Layout, 7th Phase, JP Nagar, Bangalore",Mani's Dum Biryani,1,0,4.2,374,17,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani",750.0
829,"25/1, Near Sampoorna, 24th Main, 5th Phase, JP Nagar, Bangalore",The Coastal Crew by Fujian on 24th,1,1,4.2,1028,18,"Sea Food, Mocktails, Noodles, Murgh Ghee Roast, Cocktails, Tom Yum Soup, Spring Roll",1100.0
830,"39, 15th Cross, Besides HDFC Bank, 4th Phase, JP Nagar, Bangalore",Two Friends Cauldron,1,1,4.1,448,17,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700.0
831,"309, 15th Cross, 100 Feet road, 5th Phase, JP Nagar, Bangalore",Bottle Breacher,0,1,4.1,1187,23,"Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos",1200.0
832,"21, 1st Floor, Next to Oracle, Kalyani Magnum Technum Park, 7th Phase, JP Nagar, Bangalore",Tandoor And Spice,1,0,4.0,180,17,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka",550.0
833,"688, 2nd,Floor, 15th cross, 100ft Ring Road, Above Lathangi Ford Showroom, JP Nagar, Bangalore",Watson's,1,1,4.0,1010,49,"Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn",1300.0
834,"11-12/49, First Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore",The Chervil,1,0,4.2,230,17,"Peri Peri Chicken Wings, Mix Grill Sizzler, Fish, Murgh Ghee Roast, Biryani, Caramel Custard, Paneer Tikka Masala",1000.0
835,"745/AB, 2nd Floor, Shravanee Square, 24th Main, 15th cross, 6th Phase, JP Nagar, Bangalore",Casa Piccosa,1,1,4.1,842,18,"Cocktails, Cajun Chicken, Beer, Salads, Chilli Babycorn, Chicken Tacos, Murgh Platter",1100.0
836,"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",Mango Tree- The Beer Garden,1,1,4.1,1320,17,"Dragon Chicken, Mutton Biryani, Mocktails, Dal Makhani, Rumali Roti, Butter Naan, Paneer Tikka",1200.0
