online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1,0,3.7,111,39,15,484,550.0,518
1,1,3.8,203,36,15,516,1200.0,518
0,0,2.7,402,27,38,484,1000.0,518
0,0,4.2,697,41,43,642,300.0,518
1,0,3.9,158,16,15,264,1300.0,518
1,0,3.9,87,42,15,509,500.0,518
0,0,3.9,234,25,5,408,1000.0,518
1,0,3.6,82,38,15,484,500.0,518
1,1,3.8,198,27,15,402,1600.0,518
1,0,3.0,74,38,15,468,500.0,472
0,1,3.7,91,26,11,158,1000.0,518
0,0,3.6,60,39,15,582,450.0,518
1,0,4.1,119,36,15,276,1000.0,518
1,1,3.1,58,41,43,102,400.0,518
0,0,2.5,433,8,15,261,650.0,518
0,0,4.0,101,36,15,233,550.0,518
0,0,4.1,104,26,14,215,1200.0,518
0,0,3.1,120,26,16,535,1200.0,518
0,0,2.8,253,16,15,484,1000.0,518
0,0,3.7,293,35,38,532,1000.0,518
0,0,4.0,62,42,31,361,1500.0,518
1,0,3.9,184,38,15,657,400.0,518
1,0,3.8,59,8,49,349,300.0,518
0,1,3.8,73,38,4,307,1200.0,518
1,0,3.9,67,6,7,230,500.0,518
1,0,4.2,382,42,10,612,500.0,518
0,0,3.9,134,41,15,403,800.0,518
1,0,2.6,307,38,15,462,700.0,518
0,0,3.9,89,41,15,567,1400.0,518
1,0,2.8,296,8,15,96,600.0,518
1,0,3.4,122,35,10,162,600.0,518
0,1,3.9,315,27,10,180,800.0,518
0,0,3.7,52,36,15,582,550.0,518
1,0,3.8,262,36,15,262,850.0,518
1,0,3.3,261,38,15,484,500.0,518
0,1,3.8,108,42,4,484,1400.0,518
0,0,3.0,107,27,15,535,800.0,518
0,0,3.7,145,36,17,249,1000.0,518
0,0,4.1,259,27,16,282,1200.0,518
0,1,4.2,258,27,16,688,1500.0,518
1,0,4.0,132,35,9,684,250.0,518
1,0,3.8,96,42,10,187,600.0,518
0,0,3.7,57,41,15,484,700.0,518
0,0,3.8,67,36,15,642,500.0,518
0,0,4.0,209,35,15,244,500.0,518
0,0,3.8,150,6,15,273,800.0,518
1,0,3.5,140,6,15,468,600.0,518
0,1,3.6,277,41,16,23,800.0,518
0,0,1.8,224,6,15,535,1200.0,518
0,0,2.9,46,38,15,669,550.0,518
1,1,3.8,194,41,15,114,800.0,518
0,0,3.9,119,16,16,637,800.0,518
0,0,3.8,52,36,15,538,1200.0,518
0,0,3.7,32,8,15,545,800.0,518
0,0,2.2,48,35,15,425,600.0,518
0,0,3.4,10,27,43,488,350.0,518
1,0,3.8,260,27,10,146,700.0,518
1,0,3.4,50,6,15,505,600.0,518
1,0,4.1,125,27,17,280,900.0,518
0,0,4.1,121,36,15,484,600.0,518
1,1,2.2,406,27,15,450,1000.0,518
1,0,4.4,1087,26,1,69,600.0,518
1,0,4.0,867,26,43,670,400.0,518
0,0,4.5,174,36,43,575,250.0,518
1,0,4.4,222,27,43,137,700.0,256
0,0,4.1,356,36,43,476,400.0,518
0,0,3.6,221,8,43,681,300.0,518
0,0,3.9,80,6,43,233,500.0,518
0,0,4.0,1217,6,43,642,200.0,518
0,0,4.0,1443,27,25,321,500.0,518
1,1,4.1,94,6,43,378,300.0,1
1,0,4.3,284,41,43,145,500.0,518
0,0,4.0,102,36,43,32,300.0,518
1,0,4.1,159,41,43,596,300.0,518
0,0,4.0,89,16,43,652,300.0,518
1,0,4.1,204,42,43,665,250.0,518
0,0,2.7,77,27,43,506,500.0,518
0,0,3.6,52,36,3,75,300.0,518
1,0,4.0,787,36,43,39,400.0,518
1,0,3.9,113,38,43,353,250.0,518
1,0,4.0,78,8,45,356,350.0,518
1,0,3.9,117,27,43,608,800.0,518
1,0,3.8,106,35,43,649,200.0,518
0,0,3.0,33,8,43,650,400.0,518
0,0,3.2,57,26,43,634,350.0,518
1,0,3.9,55,41,43,108,400.0,518
1,0,3.6,79,35,43,645,500.0,518
0,0,3.8,95,6,43,336,500.0,518
0,0,3.9,77,27,43,642,200.0,518
